20, 0.00765432, 1.37432, 0.62, 2.07925, 0.782969
20.025, 0.0210456, 1.38493, 0.48, 2.16835, 2.18113
20.05, 0.027563, 1.42699, 0.09, 2.38248, 2.34092
20.075, 0.0497219, 1.5102, 1.76, 2.09686, 2.48073
20.1, 0.0929386, 1.54114, 1.84, 2.21721, 2.78034
20.125, 0.119903, 1.62257, 0.53, 2.51995, 2.26102
20.15, 0.127683, 1.65759, 0.34, 2.71288, 2.06129
20.175, 0.141691, 1.75129, 1.05, 2.44899, 2.70045
20.2, 0.164612, 1.78134, 1.09, 2.47765, 2.24105
20.225, 0.19598, 1.87427, 1.78, 2.49438, 2.30097
20.25, 0.236573, 1.90393, 1.9, 2.52527, 2.40084
20.275, 0.297769, 1.98548, 3.53, 2.14063, 2.30097
20.3, 0.378318, 2.01143, 3.59, 2.04953, 1.9015
20.325, 0.463915, 2.08315, 4.1, 2.01551, 2.281
20.35, 0.553077, 2.11255, 4.05, 1.9281, 2.18113
20.375, 0.650532, 2.18452, 4.95, 1.75817, 1.78165
20.4, 0.757803, 2.20382, 5.04, 1.90502, 1.68179
20.425, 0.871191, 2.26595, 5.66, 1.64387, 2.00137
20.45, 0.989186, 2.28857, 5.64, 1.60822, 1.80163
20.475, 1.1076, 2.33715, 5.93, 1.7326, 1.30229
20.5, 1.22828, 2.3599, 6.06, 1.60463, 1.84158
20.525, 1.35758, 2.4127, 6.87, 1.49768, 1.50202
20.55, 1.49431, 2.42944, 6.92, 1.51563, 1.54197
20.575, 1.63815, 2.4807, 7.72, 1.25052, 1.28231
20.6, 1.7882, 2.49502, 7.71, 1.27323, 1.20242
20.625, 1.94157, 2.5335, 8.29, 1.02878, 1.42213
20.65, 2.09931, 2.54564, 8.37, 1.07182, 1.0626
20.675, 2.25797, 2.58693, 8.68, 1.06877, 1.30229
20.7, 2.41728, 2.59716, 8.74, 0.941622, 1.02265
20.725, 2.57624, 2.63385, 8.97, 0.86213, 1.12252
20.75, 2.73472, 2.64561, 9.02, 0.982845, 1.10255
20.775, 2.89313, 2.67335, 9.28, 0.858073, 1.16247
20.8, 3.05144, 2.6828, 9.33, 0.820988, 0.862864
20.825, 3.21363, 2.71425, 9.91, 0.639711, 1.00268
20.85, 3.3786, 2.72192, 9.88, 0.773988, 0.743022
20.875, 3.54321, 2.75247, 10.21, 0.583904, 1.10255
20.9, 3.70881, 2.75797, 10.29, 0.64783, 0.882838
20.925, 3.87266, 2.78379, 10.4, 0.619196, 0.643153
20.95, 4.03457, 2.79044, 10.46, 0.578387, 0.583232
20.975, 4.18853, 2.80488, 10.08, 0.728908, 0.643153
21, 4.33536, 2.81754, 10.19, 0.684226, 0.922785
21.025, 4.48029, 2.83633, 10.22, 0.654297, 1.00268
21.05, 4.62201, 2.8472, 10.22, 0.675697, 0.543285
21.075, 4.77529, 2.87021, 11.44, 0.465005, 0.583232
21.1, 4.94121, 2.87506, 11.55, 0.291902, 0.103863
21.125, 5.11464, 2.88094, 12.38, 0.177084, 0.0239684
21.15, 5.29465, 2.8812, 12.43, 0.0787401, 0.103863
21.175, 5.46676, 2.88337, 12.1, 0.157728, 0.283627
21.2, 5.62758, 2.88465, 11.86, 0.131931, 0.143811
21.225, 5.76294, 2.89245, 10.36, 0.531885, 0.0838896
21.25, 5.87497, 2.89897, 10.24, 0.54533, 1.24236
21.275, 5.97781, 2.92492, 9.84, 0.710815, 0.46339
21.3, 6.07256, 2.92888, 9.79, 0.664808, 0.523311
21.325, 6.182, 2.9556, 11.22, 0.342881, 0.942759
21.35, 6.30936, 2.95905, 11.46, 0.253385, 0.323574
21.375, 6.44826, 2.96416, 12.41, -0.0455837, 0.183758
21.4, 6.59818, 2.9648, 12.63, 0.0393994, 0.123837
21.425, 6.75045, 2.96621, 12.9, -0.0149072, 0.103863
21.45, 6.90068, 2.96621, 12.77, -0.0473324, 0.0639159
21.475, 7.03647, 2.96659, 12.03, 0.151943, 0.0639159
21.5, 7.16026, 2.96697, 12.07, 0.13843, 0.0838896
21.525, 7.27939, 2.96966, 11.9, 0.0795259, 0.3036
21.55, 7.39311, 2.97068, 11.87, 0.0542873, 0.123837
21.575, 7.50242, 2.97579, 11.77, 0.0219794, 0.263653
21.6, 7.60803, 2.9772, 11.79, 0.0761027, 0.363521
21.625, 7.71339, 2.98283, 11.96, 0.145268, 0.163784
21.65, 7.81849, 2.98359, 11.98, -0.0227863, -0.0359527
21.675, 7.92359, 2.98436, 12.17, -0.124704, 0.0639159
21.7, 8.02869, 2.98436, 12.19, -0.00775079, 0.0639159
21.725, 8.13267, 2.98449, 12.29, 0.00731552, 0.0639159
21.75, 8.23705, 2.98487, 12.43, -0.00927827, 0.0639159
21.775, 8.3407, 2.98487, 12.44, -0.180159, 0.0639159
21.8, 8.44278, 2.98487, 12.51, -0.121007, 0.0639159
21.825, 8.54321, 2.98487, 12.51, -0.131951, 0.0639159
21.85, 8.63807, 2.98474, 12.26, -0.131409, 0.0439422
21.875, 8.72725, 2.98474, 12.24, -0.0225721, 0.0639159
21.9, 8.81275, 2.98462, 12.14, -0.0956012, 0.0439422
21.925, 8.89491, 2.98462, 12.14, -0.219037, 0.0439422
21.95, 8.9775, 2.9841, 12.34, -0.187762, 0.0239684
21.975, 9.06102, 2.98334, 12.38, -0.116408, 0.143811
22, 9.14692, 2.9818, 12.7, -0.219454, 0.143811
22.025, 9.23465, 2.98052, 12.7, -0.369235, -0.0359527
22.05, 9.3212, 2.96966, 12.78, -0.268619, -0.195742
22.075, 9.40735, 2.96544, 12.84, -0.407656, -0.115847
22.1, 9.49087, 2.94703, 12.74, -0.287764, -0.495348
22.125, 9.57072, 2.94039, 12.71, -0.404734, -0.655138
22.15, 9.64466, 2.92096, 12.42, -0.35377, -0.415453
22.175, 9.71244, 2.9161, 12.36, -0.259598, -0.295611
22.2, 9.77683, 2.90408, 12.28, -0.361956, -0.61519
22.225, 9.8395, 2.89884, 12.35, -0.413106, -0.415453
22.25, 9.90877, 2.87915, 12.94, -0.424514, -0.635164
22.275, 9.98571, 2.87391, 13.11, -0.59086, -0.535295
22.3, 10.0631, 2.84796, 13.13, -0.524076, -0.515322
22.325, 10.1387, 2.84362, 13.12, -0.44433, -0.355532
22.35, 10.1938, 2.82521, 11.62, -0.224796, -0.695085
22.375, 10.2261, 2.82035, 11.38, -0.0544528, 0.0239684
22.4, 10.2422, 2.81703, 10.38, -0.0252004, -0.275637
22.425, 10.2452, 2.81588, 10.35, 0.191778, 0.143811
22.45, 10.2416, 2.81588, 9.85, 0.135428, 0.0639159
22.475, 10.2351, 2.81588, 10.1, 0.220791, 0.0639159
22.5, 10.2517, 2.81601, 11.72, -0.142498, 0.0639159
22.525, 10.2893, 2.81588, 11.83, -0.317857, 0.0439422
22.55, 10.3318, 2.8123, 12.19, -0.418406, -0.155795
22.575, 10.378, 2.8091, 12.21, -0.350826, -0.355532
22.6, 10.4169, 2.78993, 11.7, -0.155268, -0.195742
22.625, 10.447, 2.78814, 11.57, -0.173435, 0.103863
22.65, 10.4601, 2.77689, 10.39, 0.0920619, -0.0759001
22.675, 10.4565, 2.77651, 10.24, 0.111696, 0.163784
22.7, 10.4451, 2.77625, 9.75, 0.252346, 0.0439422
22.725, 10.4286, 2.77638, 9.8, 0.159907, 0.0639159
22.75, 10.423, 2.77638, 10.6, 0.0484142, 0.0639159
22.775, 10.4277, 2.77651, 10.63, 0.015738, 0.0639159
22.8, 10.4345, 2.77663, 10.78, 0.000587353, 0.0639159
22.825, 10.4436, 2.77676, 10.82, -0.0811848, 0.0639159
22.85, 10.4551, 2.77676, 11, 0.00733868, 0.0639159
22.875, 10.4683, 2.77676, 10.98, -0.1046, 0.0639159
22.9, 10.4766, 2.77651, 10.63, 0.0591497, 0.0439422
22.925, 10.4804, 2.77663, 10.63, -0.0996617, 0.0639159
22.95, 10.4847, 2.77638, 10.68, -0.0958928, 0.0439422
22.975, 10.4898, 2.77625, 10.7, 0.0539764, 0.0439422
23, 10.4932, 2.77638, 10.56, -0.0488875, 0.0639159
23.025, 10.4945, 2.77625, 10.53, 0.0912797, 0.0439422
23.05, 10.4944, 2.77638, 10.45, -0.0929771, 0.0639159
23.075, 10.4934, 2.77625, 10.46, 0.0807222, 0.0439422
23.1, 10.494, 2.77638, 10.57, 0.0586168, 0.0639159
23.125, 10.4967, 2.77651, 10.64, -0.0257409, 0.0639159
23.15, 10.5056, 2.77638, 11.07, -0.24292, 0.0639159
23.175, 10.52, 2.77625, 11.11, -0.0601442, 0.0439422
23.2, 10.5369, 2.77535, 11.3, -0.174059, 0.0239684
23.225, 10.5557, 2.77382, 11.3, -0.250894, -0.415453
23.25, 10.573, 2.76462, 11.21, -0.12638, -0.295611
23.275, 10.5881, 2.76308, 11.16, -0.186168, -0.295611
23.3, 10.602, 2.7558, 11.14, -0.164821, -0.355532
23.325, 10.6148, 2.7494, 11.1, -0.274464, -0.175769
23.35, 10.6253, 2.73943, 10.98, -0.256637, -0.794954
23.375, 10.635, 2.73534, 11.06, -0.190395, -0.255663
23.4, 10.651, 2.72716, 11.5, -0.202582, -0.0359527
23.425, 10.6717, 2.72294, 11.48, -0.224941, -0.415453
23.45, 10.6905, 2.7163, 11.39, -0.301138, -0.155795
23.475, 10.7082, 2.7131, 11.42, -0.224969, -0.375506
23.5, 10.7183, 2.70032, 10.82, -0.251431, -0.255663
23.525, 10.7187, 2.69904, 10.65, -0.240677, -0.115847
23.55, 10.7022, 2.68741, 9.45, 0.098406, -0.0559264
23.575, 10.6701, 2.68651, 9.35, 0.06502, 0.103863
23.6, 10.635, 2.68638, 9.15, 0.208672, 0.0639159
23.625, 10.5975, 2.68638, 9.08, 0.236177, 0.0639159
23.65, 10.5752, 2.68677, 10.31, -0.0358081, 0.0838896
23.675, 10.5701, 2.68651, 10.43, -0.069241, 0.0439422
23.7, 10.574, 2.68638, 11.02, -0.140989, 0.0439422
23.725, 10.5852, 2.68613, 11.04, -0.176048, 0.0439422
23.75, 10.5918, 2.68217, 10.66, -0.165483, -0.0759001
23.775, 10.5912, 2.67731, 10.48, -0.175943, -0.475374
23.8, 10.579, 2.67143, 9.71, 0.132014, 0.00399474
23.825, 10.5574, 2.67092, 9.7, 0.0985735, 0.0239684
23.85, 10.5271, 2.66964, 8.96, 0.364508, 0.0439422
23.875, 10.4886, 2.66964, 8.98, 0.308047, 0.0639159
23.9, 10.4611, 2.67002, 9.77, 0.0453125, 0.0639159
23.925, 10.4452, 2.67002, 9.86, -0.00291299, 0.0639159
23.95, 10.4342, 2.67002, 10.14, 0.065583, 0.0639159
23.975, 10.4267, 2.67002, 10.12, 0.0932044, 0.0439422
24, 10.4213, 2.67002, 10.3, -0.0154253, 0.0639159
24.025, 10.4181, 2.67002, 10.28, 0.0303891, 0.0639159
24.05, 10.4121, 2.67028, 10.07, 0.00869745, 0.0639159
24.075, 10.403, 2.67092, 10.02, -0.0507571, 0.103863
24.1, 10.3917, 2.67117, 9.87, 0.139266, 0.0639159
24.125, 10.3791, 2.67143, 9.89, 0.0718904, 0.0639159
24.15, 10.3675, 2.67194, 9.93, 0.155149, 0.0639159
24.175, 10.3563, 2.67207, 9.9, 0.121294, 0.0639159
24.2, 10.3433, 2.67296, 9.76, 0.109683, 0.0838896
24.225, 10.3289, 2.67513, 9.76, 0.0651702, 0.523311
24.25, 10.3155, 2.6782, 9.81, 0.167259, 0.103863
24.275, 10.3033, 2.6791, 9.83, 0.167312, 0.123837
24.3, 10.2942, 2.68344, 10.04, 0.00814483, 0.183758
24.325, 10.2881, 2.68511, 10.06, -0.0472938, 0.223706
24.35, 10.2829, 2.68613, 10.09, 0.100084, 0.0838896
24.375, 10.2782, 2.68728, 10.1, 0.123464, 0.143811
24.4, 10.2717, 2.68932, 9.93, 0.0965859, 0.103863
24.425, 10.2626, 2.69009, 9.87, 0.0653327, 0.103863
24.45, 10.2488, 2.69546, 9.54, 0.117292, 0.223706
24.475, 10.2317, 2.69648, 9.57, 0.112672, 0.143811
24.5, 10.2156, 2.70211, 9.59, 0.109588, 0.0838896
24.525, 10.1999, 2.703, 9.57, 0.229783, 0.163784
24.55, 10.1923, 2.70556, 10.22, 0.0421647, 0.123837
24.575, 10.194, 2.70748, 10.3, -0.117468, 0.223706
24.6, 10.201, 2.70837, 10.65, -0.116259, 0.0639159
24.625, 10.2118, 2.7085, 10.63, -0.0274674, 0.0639159
24.65, 10.2216, 2.7085, 10.59, -0.0197666, 0.0639159
24.675, 10.2292, 2.7085, 10.47, 0.00642545, 0.0639159
24.7, 10.2277, 2.70914, 9.86, 0.168979, 0.0838896
24.725, 10.2181, 2.70914, 9.82, 0.140038, 0.0639159
24.75, 10.2068, 2.71067, 9.7, 0.171503, 0.103863
24.775, 10.1945, 2.71131, 9.72, 0.148814, -0.0559264
24.8, 10.1939, 2.71463, 10.62, -0.100343, 0.00399474
24.825, 10.2059, 2.71553, 10.74, -0.160491, 0.3036
24.85, 10.2265, 2.71604, 11.34, -0.376255, 0.0639159
24.875, 10.255, 2.71591, 11.42, -0.344027, 0.0439422
24.9, 10.2857, 2.71566, 11.58, -0.461765, 0.0439422
24.925, 10.3136, 2.71515, 11.25, -0.196399, -0.135821
24.95, 10.3197, 2.71131, 9.87, -0.0409068, -0.0759001
24.975, 10.3076, 2.70837, 9.79, 0.0518155, -0.135821
25, 10.2902, 2.70812, 9.42, 0.121397, 0.0439422
25.025, 10.2681, 2.70799, 9.37, 0.0500008, 0.0439422
25.05, 10.252, 2.70799, 9.86, 0.0552863, 0.0639159
25.075, 10.2444, 2.70799, 10.03, 0.110889, 0.223706
25.1, 10.25, 2.70812, 10.91, -0.200037, 0.0639159
25.125, 10.267, 2.70799, 10.97, -0.179535, 0.0439422
25.15, 10.2854, 2.70722, 11.05, -0.136418, 0.00399474
25.175, 10.3045, 2.70645, 11.07, -0.305194, -0.195742
25.2, 10.3159, 2.69303, 10.46, -0.177707, -0.315585
