20, 0
20.025, 0
20.05, 0
20.075, 0.00991233
20.1, 0.0300732
20.125, 0.0154496
20.15, 0.0154496
20.175, 0.0154496
20.2, 0.0126477
20.225, 0.0126477
20.25, 0.0126477
20.275, 0.0126477
20.3, 0.0116416
20.325, 0.0116416
20.35, 0.0107166
20.375, 0.0100851
20.4, 0.00981732
20.425, 0.00985453
20.45, 0.00985453
20.475, 0.0101261
20.5, 0.0101261
20.525, 0.0101261
20.55, 0.0103262
20.575, 0.0104907
20.6, 0.0106546
20.625, 0.0106546
20.65, 0.0106546
20.675, 0.0106546
20.7, 0.0106546
20.725, 0.0111868
20.75, 0.0111868
20.775, 0.0111868
20.8, 0.0119937
20.825, 0.0119937
20.85, 0.0119937
20.875, 0.0130616
20.9, 0.0142276
20.925, 0.0142276
20.95, 0.0154903
20.975, 0.0154903
21, 0.0168679
21.025, 0.0183146
21.05, 0.0183146
21.075, 0.0183146
21.1, 0.019998
21.125, 0.021853
21.15, 0.021853
21.175, 0.021853
21.2, 0.0239329
21.225, 0.0260651
21.25, 0.0260651
21.275, 0.0281973
21.3, 0.0281973
21.325, 0.0281973
21.35, 0.0304624
21.375, 0.0304624
21.4, 0.0304624
21.425, 0.0304624
21.45, 0.0304624
21.475, 0.0330621
21.5, 0.0357549
21.525, 0.0384469
21.55, 0.0410949
21.575, 0.0410949
21.6, 0.0437507
21.625, 0.0437507
21.65, 0.0464669
21.675, 0.04922
21.7, 0.0520006
21.725, 0.0547855
21.75, 0.0575575
21.775, 0.0575575
21.8, 0.0575575
21.825, 0.0575575
21.85, 0.0575575
21.875, 0.0603766
21.9, 0.0603766
21.925, 0.0603766
21.95, 0.0603766
21.975, 0.0632897
22, 0.0632897
22.025, 0.0632897
22.05, 0.0662841
22.075, 0.0662841
22.1, 0.0662841
22.125, 0.0693326
22.15, 0.0693326
22.175, 0.0693326
22.2, 0.0693326
22.225, 0.0693326
22.25, 0.0724132
22.275, 0.075537
22.3, 0.075537
22.325, 0.0786723
22.35, 0.0786723
22.375, 0.0786723
22.4, 0.0786723
22.425, 0.0817466
22.45, 0.0817466
22.475, 0.0847789
22.5, 0.0847789
22.525, 0.0847789
22.55, 0.0876969
22.575, 0.0876969
22.6, 0.0876969
22.625, 0.0876969
22.65, 0.0876969
22.675, 0.0876969
22.7, 0.0876969
22.725, 0.0903934
22.75, 0.0903934
22.775, 0.0903934
22.8, 0.0903934
22.825, 0.0903934
22.85, 0.0927976
22.875, 0.0949438
22.9, 0.0968781
22.925, 0.0968781
22.95, 0.0968781
22.975, 0.0968781
23, 0.098759
23.025, 0.100607
23.05, 0.100607
23.075, 0.102417
23.1, 0.102417
23.125, 0.102417
23.15, 0.104165
23.175, 0.10588
23.2, 0.10588
23.225, 0.10588
23.25, 0.10588
23.275, 0.10588
23.3, 0.10588
23.325, 0.107557
23.35, 0.107557
23.375, 0.109237
23.4, 0.109237
23.425, 0.109237
23.45, 0.109237
23.475, 0.109237
23.5, 0.110864
23.525, 0.110864
23.55, 0.110864
23.575, 0.110864
23.6, 0.110864
23.625, 0.112388
23.65, 0.112388
23.675, 0.113831
23.7, 0.113831
23.725, 0.115183
23.75, 0.116441
23.775, 0.116441
23.8, 0.117568
23.825, 0.118554
