20, 0.00367322, 2.45795
20.025, 0.00580012, 2.46038
20.05, 0.0462839, 2.55485
20.075, 0.105391, 2.57722
20.1, 0.15496, 2.6736
20.125, 0.189551, 2.70901
20.15, 0.206836, 2.78405
20.175, 0.219551, 2.8247
20.2, 0.256376, 2.9299
20.225, 0.303514, 2.96595
20.25, 0.393021, 3.05991
20.275, 0.496411, 3.09084
20.3, 0.607103, 3.18352
20.325, 0.714906, 3.2064
20.35, 0.840599, 3.29589
20.375, 0.97301, 3.31774
20.4, 1.12416, 3.40211
20.425, 1.28225, 3.42154
20.45, 1.47778, 3.50246
20.475, 1.68079, 3.51946
20.5, 1.90756, 3.5743
20.525, 2.13546, 3.59488
20.55, 2.37953, 3.64832
20.575, 2.62307, 3.66852
20.6, 2.87503, 3.71875
20.625, 3.12807, 3.7277
20.65, 3.38648, 3.76592
20.675, 3.63735, 3.77858
20.7, 3.88149, 3.81501
20.725, 4.11883, 3.82843
20.75, 4.35854, 3.85847
20.775, 4.59261, 3.86793
20.8, 4.82688, 3.90654
20.825, 5.05371, 3.91331
20.85, 5.29053, 3.94029
20.875, 5.5278, 3.9445
20.9, 5.75299, 3.97391
20.925, 5.96757, 3.98362
20.95, 6.17462, 4.00842
20.975, 6.37315, 4.01264
21, 6.58574, 4.02708
21.025, 6.79384, 4.03322
21.05, 6.99118, 4.04728
21.075, 7.18074, 4.05329
21.1, 7.37744, 4.06837
21.125, 7.5712, 4.06965
21.15, 7.76812, 4.07604
21.175, 7.9594, 4.07707
21.2, 8.12776, 4.08001
21.225, 8.28199, 4.08205
21.25, 8.42233, 4.09049
21.275, 8.5517, 4.09381
21.3, 8.68285, 4.11081
21.325, 8.81417, 4.11247
21.35, 8.98584, 4.11657
21.375, 9.16884, 4.11695
21.4, 9.34301, 4.11772
21.425, 9.50894, 4.11784
21.45, 9.62294, 4.11797
21.475, 9.71105, 4.11797
21.5, 9.7551, 4.1181
21.525, 9.78277, 4.11848
21.55, 9.80554, 4.13075
21.575, 9.83029, 4.13727
21.6, 9.89225, 4.14955
21.625, 9.96775, 4.15364
21.65, 10.0506, 4.15696
21.675, 10.1343, 4.15798
21.7, 10.215, 4.16412
21.725, 10.2874, 4.16489
21.75, 10.3467, 4.17
21.775, 10.4009, 4.17115
21.8, 10.4481, 4.17665
21.825, 10.4909, 4.17741
21.85, 10.56, 4.18138
21.875, 10.6373, 4.18138
21.9, 10.7167, 4.18163
21.925, 10.795, 4.1815
21.95, 10.8725, 4.1815
21.975, 10.9459, 4.1815
22, 11.0113, 4.18138
22.025, 11.0718, 4.18138
22.05, 11.1311, 4.18099
22.075, 11.1874, 4.18086
22.1, 11.2396, 4.17831
22.125, 11.2885, 4.17601
22.15, 11.3375, 4.17217
22.175, 11.3831, 4.16859
22.2, 11.4247, 4.16067
22.225, 11.4695, 4.15875
22.25, 11.5132, 4.14648
22.275, 11.5552, 4.14239
22.3, 11.5977, 4.12705
22.325, 11.6377, 4.125
22.35, 11.6566, 4.10953
22.375, 11.6696, 4.10698
22.4, 11.6712, 4.09995
22.425, 11.6685, 4.09662
22.45, 11.6645, 4.08844
22.475, 11.6648, 4.08499
22.5, 11.6812, 4.07361
22.525, 11.7006, 4.07042
22.55, 11.727, 4.05418
22.575, 11.7561, 4.04754
22.6, 11.7492, 4.03539
22.625, 11.7235, 4.03066
22.65, 11.6685, 4.02734
22.675, 11.6042, 4.02708
22.7, 11.534, 4.02708
22.725, 11.4638, 4.02708
22.75, 11.4405, 4.02721
22.775, 11.4356, 4.02708
22.8, 11.4437, 4.02708
22.825, 11.4559, 4.02555
22.85, 11.4502, 4.01865
22.875, 11.4342, 4.01673
22.9, 11.3851, 4.01366
22.925, 11.326, 4.01366
22.95, 11.2606, 4.01366
22.975, 11.1954, 4.01379
23, 11.1453, 4.01404
23.025, 11.1035, 4.01404
23.05, 11.0779, 4.01417
23.075, 11.0598, 4.0143
23.1, 11.0454, 4.01456
23.125, 11.0325, 4.01456
23.15, 11.0235, 4.0143
23.175, 11.0164, 4.0143
23.2, 11.0068, 4.01417
23.225, 10.996, 4.01417
23.25, 10.9884, 4.01392
23.275, 10.9828, 4.01366
23.3, 10.9756, 4.01315
23.325, 10.968, 4.01289
23.35, 10.9648, 4.00906
23.375, 10.9628, 4.00855
23.4, 10.9592, 4.00164
23.425, 10.9543, 4.00139
23.45, 10.9517, 3.99909
23.475, 10.9451, 3.99423
23.5, 10.9355, 3.99359
23.525, 10.9381, 3.9872
23.55, 10.9446, 3.98528
23.575, 10.958, 3.97365
23.6, 10.9747, 3.97263
23.625, 10.9727, 3.96521
23.65, 10.9648, 3.96393
23.675, 10.966, 3.95895
23.7, 10.9683, 3.95563
23.725, 10.9529, 3.94757
23.75, 10.9343, 3.94578
23.775, 10.9016, 3.93798
23.8, 10.8639, 3.93735
23.825, 10.814, 3.93683
23.85, 10.7607, 3.93696
23.875, 10.7311, 3.93709
23.9, 10.7141, 3.93709
23.925, 10.7188, 3.93709
23.95, 10.7325, 3.93709
23.975, 10.7623, 3.93389
24, 10.7966, 3.93223
24.025, 10.7894, 3.91421
24.05, 10.7665, 3.91319
24.075, 10.7081, 3.90935
24.1, 10.6354, 3.90909
24.125, 10.5736, 3.90935
24.15, 10.524, 3.90935
24.175, 10.4929, 3.90961
24.2, 10.4686, 3.90961
24.225, 10.4671, 3.90986
24.25, 10.473, 3.90999
24.275, 10.4655, 3.90973
24.3, 10.4532, 3.90986
24.325, 10.4403, 3.90999
24.35, 10.4268, 3.91012
24.375, 10.4094, 3.91063
