20, 0.00123457, 0.0404271, 1.59304, 0.1, 3.27459, 1.12252
20.025, 0.00354976, 0.12118, 1.6094, 0.09, 3.34725, 3.31963
20.05, 0.00519051, 0.203575, 1.6806, 0.05, 3.5691, 3.09992
20.075, 0.0287661, 0.283431, 1.80166, 1.87, 3.30639, 3.77903
20.1, 0.0744755, 0.361231, 1.85637, 1.89, 3.56229, 3.11989
20.125, 0.10597, 0.443198, 1.98011, 0.81, 3.79949, 3.27968
20.15, 0.125205, 0.528929, 2.01667, 0.96, 4.03107, 3.61924
20.175, 0.144089, 0.61287, 2.16112, 0.82, 3.82602, 3.85892
20.2, 0.161149, 0.692896, 2.21187, 0.85, 3.88186, 4.43816
20.225, 0.199886, 0.770804, 2.35338, 2.61, 3.81449, 3.63921
20.25, 0.261987, 0.846577, 2.40567, 2.82, 3.86469, 3.37955
20.275, 0.338852, 0.917468, 2.53989, 3.93, 3.57068, 3.61924
20.3, 0.429251, 0.980764, 2.5799, 4.07, 3.39124, 3.45945
20.325, 0.534701, 1.03878, 2.70198, 5.33, 3.26983, 3.15984
20.35, 0.656067, 1.0907, 2.74352, 5.57, 3.01309, 2.98008
20.375, 0.793571, 1.13525, 2.8417, 6.88, 2.77645, 2.88021
20.4, 0.943977, 1.17983, 2.87813, 6.89, 3.10571, 2.32094
20.425, 1.10178, 1.22189, 2.9905, 7.78, 2.6604, 2.72042
20.45, 1.2663, 1.25649, 3.02028, 7.75, 2.58597, 2.78034
20.475, 1.43701, 1.29156, 3.11756, 8.61, 2.76791, 2.50071
20.5, 1.6161, 1.32505, 3.14658, 8.77, 2.52788, 2.68047
20.525, 1.802, 1.3545, 3.23708, 9.52, 2.50722, 2.38087
20.55, 1.99417, 1.38336, 3.26815, 9.65, 2.53954, 2.68047
20.575, 2.19691, 1.40675, 3.35418, 10.76, 2.12215, 2.281
20.6, 2.4097, 1.42467, 3.37949, 10.87, 2.14282, 2.12121
20.625, 2.63218, 1.43656, 3.45874, 11.97, 1.66914, 2.00137
20.65, 2.86385, 1.44357, 3.47843, 12.06, 1.77246, 2.06129
20.675, 3.08919, 1.45378, 3.53953, 11.92, 1.94155, 1.62186
20.7, 3.30785, 1.463, 3.55871, 11.97, 1.7123, 1.66181
20.725, 3.52272, 1.46835, 3.61585, 12.05, 1.64772, 1.26234
20.75, 3.73314, 1.4762, 3.63323, 12.04, 1.92445, 1.12252
20.775, 3.94368, 1.48453, 3.71172, 12.48, 1.70253, 2.34092
20.8, 4.15446, 1.48938, 3.72936, 12.48, 1.65989, 1.80163
20.825, 4.37817, 1.48835, 3.78446, 13.95, 1.23495, 1.42213
20.85, 4.6176, 1.48458, 3.80031, 14.2, 1.43653, 1.40215
20.875, 4.87334, 1.47619, 3.8494, 15.75, 0.853153, 1.8216
20.9, 5.14141, 1.46284, 3.86116, 15.71, 1.01797, 0.84289
20.925, 5.39248, 1.45398, 3.8866, 14.91, 1.1902, 1.0626
20.95, 5.62822, 1.44673, 3.90027, 14.97, 1.13056, 1.1425
20.975, 5.84765, 1.44315, 3.92507, 14.06, 1.4729, 1.24236
21, 6.04956, 1.4437, 3.94706, 13.99, 1.45756, 2.30097
21.025, 6.23957, 1.44498, 4.01545, 13.5, 1.53367, 1.54197
21.05, 6.41773, 1.44814, 4.03028, 13.41, 1.61208, 1.42213
21.075, 6.6226, 1.44668, 4.08793, 16.02, 1.1657, 1.46208
21.1, 6.85822, 1.4354, 4.09854, 16.31, 0.814077, 0.723048
21.125, 7.10233, 1.41957, 4.12372, 17.18, 0.774651, 0.862864
21.15, 7.35191, 1.40155, 4.13395, 17.24, 0.60504, 0.723048
21.175, 7.60198, 1.38081, 4.14584, 17.72, 0.51784, 0.123837
21.2, 7.84872, 1.35823, 4.14648, 17.47, 0.415003, -0.0359527
21.225, 8.0769, 1.33849, 4.15428, 16.71, 0.702788, 0.3036
21.25, 8.28846, 1.32253, 4.16169, 16.58, 0.681363, 0.902812
21.275, 8.48504, 1.31017, 4.20081, 15.92, 0.962375, 0.703074
21.3, 8.66726, 1.30028, 4.21333, 15.81, 0.85691, 1.50202
21.325, 8.85943, 1.28569, 4.24695, 17.09, 0.56206, 0.583232
21.35, 9.06488, 1.26655, 4.25258, 17.27, 0.458794, 0.603206
21.375, 9.28043, 1.24172, 4.26574, 18.32, 0.063337, 0.802943
21.4, 9.50487, 1.21588, 4.27047, 18.42, 0.326902, 0.143811
21.425, 9.72598, 1.1941, 4.2839, 18.5, 0.340373, 0.263653
21.45, 9.94349, 1.17153, 4.28454, 18.57, 0.21962, 0.0639159
21.475, 10.1617, 1.14774, 4.28518, 18.99, 0.196363, 0.0639159
21.5, 10.3798, 1.124, 4.28505, 19, 0.176332, 0.203732
21.525, 10.59, 1.09872, 4.28569, 18.79, 0.0242926, 0.0639159
21.55, 10.7927, 1.07129, 4.28594, 18.81, -0.0490244, 0.0838896
21.575, 10.9911, 1.04212, 4.28607, 18.84, -0.170692, 0.0639159
21.6, 11.1844, 1.01366, 4.28607, 18.8, -0.0503412, 0.0639159
21.625, 11.369, 0.990803, 4.2862, 18.52, 0.225938, 0.0639159
21.65, 11.5455, 0.967926, 4.2862, 18.52, -0.0973654, 0.0639159
21.675, 11.7184, 0.940079, 4.2862, 18.57, -0.222466, 0.0639159
21.7, 11.8875, 0.914456, 4.2862, 18.57, 0.0271716, 0.0639159
21.725, 12.0551, 0.892967, 4.2862, 18.78, 0.0611908, 0.0639159
21.75, 12.2214, 0.872824, 4.2862, 18.8, 0.093099, 0.0639159
21.775, 12.385, 0.849252, 4.2862, 18.89, -0.256725, 0.0639159
21.8, 12.5456, 0.823876, 4.2862, 18.89, -0.100234, 0.0639159
21.825, 12.7016, 0.801019, 4.2862, 18.84, -0.103438, 0.0639159
21.85, 12.8527, 0.777487, 4.28633, 18.8, -0.200645, 0.0639159
21.875, 12.9976, 0.756376, 4.2862, 18.64, 0.0456754, 0.0439422
21.9, 13.1368, 0.736528, 4.2862, 18.63, -0.140663, 0.0439422
21.925, 13.2719, 0.711948, 4.2862, 18.59, -0.37727, 0.0639159
21.95, 13.4031, 0.68701, 4.28607, 18.58, -0.218773, 0.0439422
21.975, 13.5404, 0.664542, 4.28607, 19.35, -0.227164, 0.0439422
22, 13.6847, 0.641569, 4.28607, 19.42, -0.304537, 0.0439422
22.025, 13.8299, 0.613764, 4.28569, 19.71, -0.664531, 0.0439422
22.05, 13.9755, 0.585077, 4.28479, 19.74, -0.431602, 0.00399474
22.075, 14.1162, 0.557294, 4.28287, 19.61, -0.648612, -0.175769
22.1, 14.2491, 0.530617, 4.27648, 19.39, -0.397703, -0.335558
22.125, 14.362, 0.507936, 4.25667, 18.25, -0.378205, -0.695085
22.15, 14.4564, 0.486263, 4.24989, 18.12, -0.361405, -0.535295
22.175, 14.5418, 0.468599, 4.23391, 17.71, -0.096843, -0.655138
22.2, 14.6185, 0.452153, 4.23046, 17.59, -0.29811, 0.0639159
22.225, 14.7082, 0.429164, 4.22279, 18.91, -0.659675, -0.375506
22.25, 14.8138, 0.404872, 4.21295, 19.06, -0.449652, -1.03464
22.275, 14.9359, 0.376806, 4.19403, 20.46, -1.01399, -0.61519
22.3, 15.0731, 0.344028, 4.18585, 20.52, -0.887363, -0.914796
22.325, 15.2063, 0.315811, 4.1484, 20.42, -0.710145, -0.954743
22.35, 15.3307, 0.288424, 4.14047, 20.07, -0.876579, -0.595216
22.375, 15.4196, 0.268605, 4.10659, 17.79, -0.151951, -0.495348
22.4, 15.476, 0.25376, 4.10378, 17.62, -0.513269, -0.155795
22.425, 15.5176, 0.242336, 4.07988, 16.7, 0.0954629, -0.77498
22.45, 15.546, 0.234595, 4.07681, 16.63, -0.237817, 0.143811
22.475, 15.5775, 0.225132, 4.07208, 17.02, -0.0594797, -0.155795
22.5, 15.6138, 0.21799, 4.07106, 17.07, -0.0687693, -0.015979
22.525, 15.6626, 0.204563, 4.06901, 18.11, -0.582863, 0.123837
22.55, 15.7234, 0.18469, 4.05994, 18.14, -0.617715, -0.715059
22.575, 15.7877, 0.165768, 4.02862, 18.52, -0.545626, -0.495348
22.6, 15.8563, 0.149995, 4.02363, 18.61, -0.400428, -0.834901
22.625, 15.9074, 0.139032, 4.01366, 17.24, -0.187557, -0.295611
22.65, 15.9369, 0.131732, 4.00931, 16.97, -0.125741, -0.255663
22.675, 15.9612, 0.125094, 4.00177, 16.87, -0.148442, -0.23569
22.7, 15.9848, 0.11861, 3.99666, 16.96, -0.126541, -0.475374
22.725, 16.003, 0.11159, 3.99206, 16.49, -0.20489, 0.00399474
22.75, 16.0141, 0.105605, 3.99129, 16.41, -0.0566956, -0.175769
22.775, 16.0251, 0.100755, 3.98899, 16.51, -0.124922, -0.015979
22.8, 16.0379, 0.0954937, 3.98809, 16.58, -0.0997753, 0.123837
22.825, 16.0514, 0.0889025, 3.98196, 16.59, -0.243124, -0.275637
22.85, 16.0644, 0.0840403, 3.97953, 16.56, 0.0270959, -0.135821
22.875, 16.0788, 0.0793411, 3.978, 16.74, -0.239656, 0.0439422
22.9, 16.0955, 0.0734859, 3.97748, 16.77, -0.0759302, -0.155795
22.925, 16.1138, 0.065445, 3.97518, 16.9, -0.42841, 0.0239684
22.95, 16.1333, 0.0535338, 3.97033, 16.91, -0.405504, -0.675111
22.975, 16.1556, 0.0452642, 3.95332, 17.16, -0.157271, -0.475374
23, 16.1798, 0.0370013, 3.94719, 17.11, -0.421493, -0.854875
23.025, 16.2005, 0.0293832, 3.92852, 16.93, -0.121567, -0.0559264
23.05, 16.2189, 0.0205024, 3.92763, 16.96, -0.539016, -0.0559264
23.075, 16.2324, 0.0120459, 3.90692, 16.57, -0.104957, -0.395479
23.1, 16.2429, 0.00870246, 3.90488, 16.75, -0.141768, -0.315585
23.125, 16.2562, 0.00310807, 3.89669, 16.81, -0.293973, -0.115847
23.15, 16.2681, -0.00677597, 3.89273, 16.67, -0.500418, -0.735032
23.175, 16.2799, -0.0145263, 3.8742, 16.82, -0.140907, -0.814927
23.2, 16.2957, -0.0198712, 3.86665, 17.02, -0.321088, 0.0239684
23.225, 16.3079, -0.0278168, 3.85771, 16.56, -0.362248, -0.61519
23.25, 16.3118, -0.032835, 3.8517, 16.37, -0.0998545, -0.475374
23.275, 16.3099, -0.0353726, 3.84837, 16.1, -0.171365, -0.175769
23.3, 16.3047, -0.0381961, 3.84646, 16.1, -0.128086, -0.215716
23.325, 16.2929, -0.0416961, 3.83943, 15.55, -0.231803, -0.0559264
23.35, 16.2743, -0.0464187, 3.83291, 15.53, -0.234121, -0.675111
23.375, 16.268, -0.0516359, 3.82153, 16.51, -0.281311, -0.395479
23.4, 16.2747, -0.0553112, 3.81769, 16.57, -0.119653, -0.61519
23.425, 16.2887, -0.058979, 3.8122, 17.11, -0.288062, -0.0958738
23.45, 16.3087, -0.0669534, 3.80939, 17.09, -0.475828, -0.335558
23.475, 16.3305, -0.0755606, 3.79098, 17.29, -0.355258, -0.695085
23.5, 16.3545, -0.0866036, 3.78574, 17.32, -0.690348, -0.575243
23.525, 16.3555, -0.0971442, 3.75301, 15.47, -0.33665, -0.435427
23.55, 16.3315, -0.100873, 3.75033, 15.29, -0.159686, -0.175769
23.575, 16.2923, -0.100878, 3.7433, 14.2, -0.04248, -0.0559264
23.6, 16.2391, -0.0967398, 3.74074, 14.08, 0.175948, 0.183758
23.625, 16.192, -0.0912297, 3.7401, 14.58, 0.0768947, 0.0439422
23.65, 16.1549, -0.0876279, 3.7401, 14.8, 0.0323886, 0.0439422
23.675, 16.1342, -0.0875471, 3.74023, 15.83, -0.201103, 0.0639159
23.7, 16.1274, -0.0889418, 3.7401, 15.89, -0.0869602, 0.0439422
23.725, 16.1275, -0.0908305, 3.73985, 16.37, -0.243903, 0.0439422
23.75, 16.1332, -0.096367, 3.73985, 16.35, -0.386221, 0.0439422
23.775, 16.1199, -0.100566, 3.72514, 14.84, -0.146618, -0.455401
23.8, 16.087, -0.0980001, 3.7208, 14.73, 0.153312, -0.23569
23.825, 16.0446, -0.0907274, 3.71952, 14.01, 0.239779, 0.0439422
23.85, 15.992, -0.0796082, 3.71952, 13.82, 0.479417, 0.0639159
23.875, 15.937, -0.0669259, 3.72003, 13.71, 0.38864, 0.0639159
23.9, 15.8848, -0.0584421, 3.72003, 13.94, 0.16469, 0.0639159
23.925, 15.8466, -0.0557417, 3.72016, 14.73, -0.0628402, 0.0439422
23.95, 15.8191, -0.0526808, 3.72016, 14.74, 0.199291, 0.0439422
23.975, 15.7979, -0.047063, 3.72054, 15.18, 0.150389, 0.0639159
24, 15.783, -0.0439466, 3.72054, 15.21, 0.0079161, -0.0958738
24.025, 15.7673, -0.0412359, 3.7208, 15.08, 0.123751, 0.0639159
24.05, 15.7502, -0.0388082, 3.72093, 15.07, -0.00957623, 0.0639159
24.075, 15.732, -0.0395399, 3.72105, 14.96, -0.127306, 0.0639159
24.1, 15.7127, -0.0378113, 3.72105, 14.94, 0.188241, 0.0639159
24.125, 15.6943, -0.0339616, 3.72118, 14.99, 0.0479606, 0.0639159
24.15, 15.6771, -0.0297463, 3.72131, 15.01, 0.225555, 0.0639159
24.175, 15.6594, -0.0241855, 3.72169, 14.91, 0.165381, 0.0838896
24.2, 15.641, -0.0206226, 3.72208, 14.92, 0.0748404, 0.103863
24.225, 15.6251, -0.0198401, 3.72297, 15.07, -0.0527009, 0.0639159
24.25, 15.6114, -0.0179095, 3.72297, 15.07, 0.169392, 0.0639159
24.275, 15.5981, -0.0132361, 3.72361, 15.08, 0.173335, 0.0838896
24.3, 15.5858, -0.0115149, 3.72438, 15.12, -0.0603877, 0.263653
24.325, 15.5768, -0.014517, 3.7254, 15.32, -0.205809, 0.0639159
24.35, 15.5703, -0.0154103, 3.7254, 15.31, 0.104415, 0.0639159
24.375, 15.5645, -0.0119561, 3.72591, 15.36, 0.144558, 0.0639159
24.4, 15.5596, -0.00974862, 3.72604, 15.37, 0.0103344, 0.0639159
24.425, 15.5531, -0.00999325, 3.72745, 15.22, -0.0496463, 0.0838896
24.45, 15.5442, -0.0114529, 3.72745, 15.17, -0.0885716, 0.0639159
24.475, 15.535, -0.0134214, 3.72796, 15.17, -0.0937816, 0.223706
24.5, 15.5262, -0.0155152, 3.72808, 15.19, -0.102662, 0.0639159
24.525, 15.5174, -0.0147772, 3.72808, 15.15, 0.131412, 0.0639159
