0, 0.0045679, 0.57128, 0.37, 2.05384, 0.743022
0.025, 0.0128502, 0.579589, 0.31, 2.22646, 1.94144
0.05, 0.0188292, 0.631744, 0.2, 2.74828, 2.40084
0.075, 0.0318211, 0.738995, 0.89, 2.72488, 2.281
0.1, 0.0527637, 0.764178, 0.87, 3.06833, 3.17981
0.125, 0.0687449, 0.879354, 0.53, 2.70815, 2.70045
0.15, 0.0780351, 0.911312, 0.36, 3.1656, 2.62055
0.175, 0.091417, 1.02905, 0.88, 2.29578, 2.86023
0.2, 0.112987, 1.05346, 1.05, 2.54593, 1.58192
0.225, 0.148222, 1.14524, 2.03, 3.42571, 2.02134
0.25, 0.195303, 1.17209, 2.08, 3.84162, 3.31963
0.275, 0.244184, 1.32485, 2.27, 3.63655, 3.27968
0.3, 0.295562, 1.35847, 2.38, 2.97035, 3.11989
0.325, 0.369746, 1.46534, 4.22, 2.62396, 3.02002
0.35, 0.464691, 1.49231, 4.21, 1.79414, 2.44079
0.375, 0.570994, 1.55277, 5.33, 1.60292, 1.54197
0.4, 0.686402, 1.56875, 5.16, 2.7153, 1.48205
0.425, 0.792046, 1.67127, 4.77, 2.41614, 2.70045
0.45, 0.896317, 1.70157, 5.26, 2.33678, 1.88152
0.475, 1.03011, 1.77776, 7.37, 2.92379, 2.12121
0.5, 1.18468, 1.81764, 7.21, 2.24131, 2.88021
0.525, 1.18468, 1.88846, 7.21, 2.24131, 2.26102
0.55, 1.34752, 1.92003, 8.35, 1.90292, 2.48073
0.575, 1.51857, 1.97411, 8.2, 1.31586, 2.08126
0.6, 1.68108, 1.99724, 8, 1.57701, 0.84289
0.625, 1.83784, 2.03828, 8.06, 1.20226, 1.4421
0.65, 1.99419, 2.0618, 8.28, 1.80373, 1.04263
0.675, 2.15211, 2.12265, 8.5, 2.29724, 1.84158
0.7, 2.32379, 2.15844, 9.71, 1.32305, 2.30097
0.725, 2.51295, 2.19346, 10.26, 0.781756, 1.32226
0.75, 2.72868, 2.20804, 12.24, 0.691317, 0.323574
0.775, 2.96402, 2.21903, 12.28, 0.0676977, 0.762996
0.8, 3.19392, 2.22133, 12.27, -0.0976978, 0.123837
0.825, 3.4158, 2.22159, 12.09, -0.140101, 0.0639159
0.85, 3.6185, 2.22172, 11.16, 1.10637, 0.0639159
0.875, 3.80533, 2.25124, 11.21, 0.692234, 1.30229
0.9, 3.97766, 2.25866, 10.36, 1.41071, 0.0439422
0.925, 4.13266, 2.30174, 10.15, 1.2761, 1.64184
0.95, 4.28321, 2.32551, 10.31, 0.794538, 1.20242
0.975, 4.43165, 2.34137, 10.28, 0.893292, 1.00268
1, 4.6047, 2.35952, 12.6, 0.0871414, 0.363521
1.025, 4.80322, 2.36041, 12.69, 0.0324989, 0.0838896
1.05, 5.00327, 2.36067, 13.12, 0.290093, 0.0639159
1.075, 5.20059, 2.36361, 12.87, 0.968828, 0.323574
1.1, 5.38811, 2.38764, 12.72, 0.347489, 1.40215
1.125, 5.57026, 2.39761, 12.81, 0.66946, 0.103863
1.15, 5.75124, 2.40963, 12.99, -0.0604445, 0.483364
1.175, 5.92577, 2.41091, 12.65, -0.199117, 0.0639159
1.2, 6.10094, 2.41091, 13.39, -0.969209, 0.0639159
1.225, 6.27906, 2.41014, 13.24, -0.559091, -0.135821
1.25, 6.45205, 2.40899, 13.33, -0.500942, -0.015979
1.275, 6.62311, 2.40567, 13.43, 0.110781, -0.23569
1.3, 6.79303, 2.40426, 13.58, -0.137306, 0.00399474
1.325, 6.96148, 2.40132, 13.65, -0.218423, -0.215716
1.35, 7.12613, 2.39685, 13.61, -0.599826, -0.175769
1.375, 7.28475, 2.37844, 13.49, -1.3022, -0.535295
1.4, 7.44191, 2.35223, 13.81, -0.786229, -1.61388
1.425, 7.59792, 2.32475, 13.71, -0.680317, -0.575243
1.45, 7.74254, 2.3089, 13.2, -0.629897, -0.715059
1.475, 7.87877, 2.29368, 13.32, -0.124587, -0.215716
1.5, 8.00435, 2.29126, 12.61, 0.301248, -0.0759001
1.525, 8.1177, 2.29113, 12.58, -0.126979, 0.0639159
1.55, 8.22443, 2.29074, 12.3, -0.358005, 0.0439422
1.575, 8.32457, 2.28678, 12.26, -0.91464, -0.255663
1.6, 8.42581, 2.26927, 12.59, -0.923934, -1.05461
1.625, 8.52925, 2.23437, 12.64, -0.42728, -0.814927
1.65, 8.63532, 2.22606, 13.01, -1.27422, -0.115847
1.675, 8.74309, 2.18273, 12.99, -1.272, -0.934769
1.7, 8.85202, 2.16215, 13.32, -0.33396, -1.33424
